name,price,image,link,discount,rating,reviews,price_category,value_score,phone_model,ram,storage,camera,battery,color,specification
"itel A200+  AI Fusion Camera System 128gb/3+5gb 6000mah IP65 120Hz 6.75"" Android  Titanium + LIMITED GIFT A1112",138900,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/9173914/1.jpg?4948,https://www.jumia.com.ng/itel-a200-ai-fusion-camera-system-128gb35gb-6000mah-ip65-120hz-6.75-android-titanium-limited-gift-a1112-419371978.html,25.0,5.0,1,Medium,7.2e-05,itel a200+,5GB + 3GB,NOT SPECIFIED,Not Specified,6000mAh,Titanium,"AI Fusion Camera System 128gb 3 5gb IP65 120Hz 6.75"" Android Titanium LIMITED GIFT A1112"
"itel A200+  AI Fusion Camera System 128gb/3+5gb 6000mah IP65 120Hz 6.75"" Android  Blue + LIMITED GIFT A1112",138900,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/9253914/1.jpg?5077,https://www.jumia.com.ng/itel-a200-ai-fusion-camera-system-128gb35gb-6000mah-ip65-120hz-6.75-android-blue-limited-gift-a1112-419352965.html,25.0,1.0,1,Medium,1.4e-05,itel a200+,5GB + 3GB,NOT SPECIFIED,Not Specified,6000mAh,Blue,"AI Fusion Camera System 128gb 3 5gb IP65 120Hz 6.75"" Android LIMITED GIFT A1112"
"Samsung Galaxy A06 6.7"" 4GB RAM/128GB ROM Android 14 - Black",139943,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/2416104/1.jpg?7657,https://www.jumia.com.ng/samsung-galaxy-a06-6.7-4gb-ram128gb-rom-android-14-black-401614264.html,8.0,4.0,205,Medium,0.005888,samsung galaxy a06,4GB,128GB,Not Specified,non,Black,"6.7"" RAM ROM Android 14"
"Samsung Galaxy A06 6.7"" 4GB RAM/ 128GB ROM Android 14 - Black",139943,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/1324483/1.jpg?7816,https://www.jumia.com.ng/samsung-galaxy-a06-6.7-4gb-ram-128gb-rom-android-14-black-384423199.html,8.0,4.2,600,Medium,0.018037,samsung galaxy a06,4GB,128GB,Not Specified,non,Black,"6.7"" RAM ROM Android 14"
Infinix Smart 10 6.67 Inches Screen Display  8MP+2MP rear camera +8MP front camera. 64GB ROM +3GB RAM  5000 Battery capacity  4G Network  Dust and water Resistant,140000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/7076514/1.jpg?0084,https://www.jumia.com.ng/infinix-smart-10-6.67-inches-screen-display-8mp2mp-rear-camera-8mp-front-camera.-64gb-rom-3gb-ram-5000-battery-capacity-4g-network-dust-and-water-resistant-415670753.html,0.0,5.0,1,Medium,7.1e-05,Infinix Smart 10,3GB,64GB,8MP+2MP,non,Unknown,6.67 Inches Screen Display rear camera 8MP front camera. ROM RAM 5000 Battery capacity 4G Network Dust and water Resistant
Infinix Smart 10 64GB ROM +3GB RAM 6.67 Inches Screen Display 8MP+2MP Camera  5000 Battery Capacity  4G Network Side Fingerprint,140000,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/5739614/1.jpg?5290,https://www.jumia.com.ng/infinix-smart-10-64gb-rom-3gb-ram-6.67-inches-screen-display-8mp2mp-camera-5000-battery-capacity-4g-network-side-fingerprint-416937510.html,0.0,3.8,4,Medium,0.000136,infinix smart 10,3GB,64GB,8MP+2MP,non,Unknown,ROM RAM 6.67 Inches Screen Display Camera 5000 Battery Capacity 4G Network Side Fingerprint
XIAOMI Redmi 15C 6.9'' 4GBRAM/128GB ROM Android 15 - Blue,142879,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/6136814/1.jpg?3718,https://www.jumia.com.ng/redmi-15c-6.9-4gbram128gb-rom-android-15-blue-xiaomi-mpg11795981.html,5.0,4.1,135,Medium,0.003903,XIAOMI Redmi 15C,4GB,128GB,Not Specified,non,Blue,6.9'' RAM ROM Android 15
"OUKITEL C26 Android 16 Smartphones 6.63”HD+, 5150mAh Battery, Gemini AI, 16GB 128GB 1TB Expansion Android Phones, 13MP+5MP Camera Smart Phones, Reverse Charging Phones, 4G Dual SIM,NFC,Fingerprint,Bluetooth 5.0,Face ID,GPS,Purple",144060,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/1253914/1.jpg?6048,https://www.jumia.com.ng/oukitel-c26-android-16-smartphones-6.63hd-5150mah-battery-gemini-ai-16gb-128gb-1tb-expansion-android-phones-13mp5mp-camera-smart-phones-reverse-charging-phones-4g-dual-simnfcfingerprintbluetooth-5.0face-idgpspurple-419352102.html,39.0,2.5,2,Medium,5.2e-05,oukitel c26,16GB,128GB,13MP+5MP,5150mAh,Purple,Android 16 Smartphones 6.63”HD Battery Gemini AI 1TB Expansion Android Phones Camera Smart Phones Reverse Charging Phones 4G Dual SIM NFC Fingerprint tooth 5.0 Face ID GPS Purple
Samsung Galaxy A06 4GB RAM + 128GB ROM BLACK,144990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/7687083/1.jpg?5268,https://www.jumia.com.ng/samsung-galaxy-a06-4gb-ram-128gb-rom-black-380786775.html,19.0,4.2,137,Medium,0.003998,samsung galaxy a06,4GB,128GB,Not Specified,non,Black,RAM ROM
XIAOMI Redmi 15C 6.9'' 4GBRAM/128GB ROM Android 15 -Midnight Black,146851,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/1795814/1.jpg?4796,https://www.jumia.com.ng/xiaomi-redmi-15c-6.9-4gbram128gb-rom-android-15-midnight-black-418597148.html,2.0,4.1,559,Medium,0.015635,XIAOMI Redmi 15C,4GB,128GB,Not Specified,non,Midnight Black,6.9'' RAM ROM Android 15 Midnight
Tecno Pop 10 Pro Smart Phone With 128GB ROM & 4GB RAM,148499,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/2510914/1.jpg?5593,https://www.jumia.com.ng/tecno-pop-10-pro-smart-phone-with-128gb-rom-4gb-ram-419015200.html,26.0,3.7,9,Medium,0.000249,Tecno Pop 10 Pro,4GB,128GB,Not Specified,non,Unknown,Pro Smart Phone With ROM & RAM
"Poco C85 6.9"" 6GB RAM / 128GB ROM Xiaomi HyperOS - Black",148695,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/4357814/1.jpg?3343,https://www.jumia.com.ng/poco-c85-6.9-6gb-ram-128gb-rom-xiaomi-hyperos-black-418753481.html,6.0,4.4,82,Medium,0.002456,poco c85,6GB,128GB,Not Specified,non,Black,"6.9"" RAM ROM Xiaomi HyperOS"
"OUKITEL C26 Android 16 Smartphones 6.63”HD+, 5150mAh Battery, Gemini AI, 16GB 128GB 1TB Expansion Android Phones, 13MP+5MP Camera Smart Phone, Reverse Charging Phones, 4G Dual SIM,NFC,Fingerprint,BT5.0,Face ID,GPS,Blue",148960,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/4232914/1.jpg?7363,https://www.jumia.com.ng/oukitel-c26-android-16-smartphones-6.63hd-5150mah-battery-gemini-ai-16gb-128gb-1tb-expansion-android-phones-13mp5mp-camera-smart-phone-reverse-charging-phones-4g-dual-simnfcfingerprintbt5.0face-idgpsblue-419232434.html,39.0,0.0,0,Medium,0.0,oukitel c26,16GB,128GB,13MP+5MP,5150mAh,Blue,Android 16 Smartphones 6.63”HD Battery Gemini AI 1TB Expansion Android Phones Camera Smart Phone Reverse Charging Phones 4G Dual SIM NFC Fingerprint BT5.0 Face ID GPS
"OUKITEL C26 Android 16 Smartphones 6.63”HD+, 5150mAh Battery, Gemini AI, 16GB 128GB 1TB Expansion Android Phones, 13MP+5MP Camera Smart Phones, Reverse Charging Phones, 4G Dual SIM,NFC,Fingerprint,Bluetooth 5.0,Face ID,GPS,Gold",148960,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/0253914/1.jpg?7412,https://www.jumia.com.ng/oukitel-c26-android-16-smartphones-6.63hd-5150mah-battery-gemini-ai-16gb-128gb-1tb-expansion-android-phones-13mp5mp-camera-smart-phones-reverse-charging-phones-4g-dual-simnfcfingerprintbluetooth-5.0face-idgpsgold-419352096.html,39.0,0.0,0,Medium,0.0,oukitel c26,16GB,128GB,13MP+5MP,5150mAh,Blue,Android 16 Smartphones 6.63”HD Battery Gemini AI 1TB Expansion Android Phones Camera Smart Phones Reverse Charging Phones 4G Dual SIM NFC Fingerprint tooth 5.0 Face ID GPS Gold
"OUKITEL C26 Android 16 Smartphones 6.63”HD+, 5150mAh Battery, Gemini AI, 16GB 128GB 1TB Expansion Android Phone, 13MP+5MP Camera Smart Phones, Reverse Charging Phones, 4G Dual SIM,NFC,Fingerprint,BT5.0,Face ID,GPS,Orange",148960,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/4232914/1.jpg?7580,https://www.jumia.com.ng/oukitel-c26-android-16-smartphones-6.63hd-5150mah-battery-gemini-ai-16gb-128gb-1tb-expansion-android-phone-13mp5mp-camera-smart-phones-reverse-charging-phones-4g-dual-simnfcfingerprintbt5.0face-idgpsorange-419232444.html,39.0,0.0,0,Medium,0.0,oukitel c26,16GB,128GB,13MP+5MP,5150mAh,Orange,Android 16 Smartphones 6.63”HD Battery Gemini AI 1TB Expansion Android Phone Camera Smart Phones Reverse Charging Phones 4G Dual SIM NFC Fingerprint BT5.0 Face ID GPS
"Samsung Galaxy A07 6.7"" 4GB RAM/ 64GB ROM Android 15 + FREE CHARGER",148990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/6936814/1.jpg?3074,https://www.jumia.com.ng/samsung-galaxy-a07-6.7-4gb-ram-64gb-rom-android-15-free-charger-418639618.html,12.0,4.8,11,Medium,0.000387,samsung galaxy a07,4GB,64GB,Not Specified,non,Unknown,"6.7"" RAM 6 ROM Android 15 FREE CHARGER"
"Samsung Galaxy A07 6.7"" 4GB RAM/ 64GB ROM Android 15 - Black PLUS FREE GIFT",148990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/6936814/1.jpg?2989,https://www.jumia.com.ng/samsung-galaxy-a07-6.7-4gb-ram-64gb-rom-android-15-black-plus-free-gift-418639661.html,12.0,4.1,18,Medium,0.000523,samsung galaxy a07,4GB,64GB,Not Specified,non,Black,"6.7"" RAM 6 ROM Android 15 PLUS FREE GIFT"
"itel City 200  7.45mm"" 128/4+4gb Unibody Metallic Deco  6.78"" 120Hz IP65 5200mah Android  Purple + FREE SPEAKER",149500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/4382914/1.jpg?4633,https://www.jumia.com.ng/itel-city-200-7.45mm-12844gb-unibody-metallic-deco-6.78-120hz-ip65-5200mah-android-purple-free-speaker-419283461.html,19.0,4.0,3,Medium,0.000107,itel city 200,4GB + 4GB,NOT SPECIFIED,Not Specified,5200mAh,Purple,"7.45mm"" 128 4 4gb Unibody Metallic Deco 6.78"" 120Hz IP65 Android FREE SPEAKER"
"itel City 200  7.45mm"" 128/4+4gb Unibody Metallic Deco  6.78"" 120Hz IP65 5200mah Android Black + FREE SPEAKER",149500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/3382914/1.jpg?4543,https://www.jumia.com.ng/itel-city-200-7.45mm-12844gb-unibody-metallic-deco-6.78-120hz-ip65-5200mah-android-black-free-speaker-419283338.html,19.0,4.3,3,Medium,0.000115,itel city 200,4GB + 4GB,NOT SPECIFIED,Not Specified,5200mAh,Black,"7.45mm"" 128 4 4gb Unibody Metallic Deco 6.78"" 120Hz IP65 Android FREE SPEAKER"
"itel City 200  7.45mm"" 128/4+4gb Unibody Metallic Deco  6.78"" 120Hz IP65 5200mah Android Silver-  Black + FREE SPEAKER",149500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/4382914/1.jpg?4753,https://www.jumia.com.ng/itel-city-200-7.45mm-12844gb-unibody-metallic-deco-6.78-120hz-ip65-5200mah-android-silver-black-free-speaker-419283490.html,19.0,5.0,2,Medium,0.0001,itel city 200,4GB + 4GB,NOT SPECIFIED,Not Specified,5200mAh,Silver,"7.45mm"" 128 4 4gb Unibody Metallic Deco 6.78"" 120Hz IP65 Android Silver FREE SPEAKER"
"XIAOMI REDMI A5 - 6.88"" 4GB RAM + 128GB ROM -Android 15--Dual Sim - 5200mAh - BLACK",150500,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/9776904/1.jpg?2252,https://www.jumia.com.ng/xiaomi-redmi-a5-6.88-4gb-ram-128gb-rom-android-15-dual-sim-5200mah-black-409677951.html,0.0,5.0,1,Medium,6.6e-05,xiaomi redmi a5,4GB,128GB,Not Specified,5200mAh,Black,"XIAOMI 6.88"" RAM ROM Android 15 Dual Sim"
Samsung Galaxy A06 4GB RAM + 128GB ROM LIGHT BLUE (Plus Free Adapter),150990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/5323404/1.jpg?5638,https://www.jumia.com.ng/samsung-galaxy-a06-4gb-ram-128gb-rom-light-blue-plus-free-adapter-404323518.html,16.0,4.2,16,Medium,0.000473,samsung galaxy a06,4GB,128GB,Not Specified,non,Blue,RAM ROM LIGHT (Plus Free Adapter)
Samsung Galaxy A06 4GB RAM + 128GB ROM BLACK (Plus Free Adapter),150990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/1870704/1.jpg?0729,https://www.jumia.com.ng/samsung-galaxy-a06-4gb-ram-128gb-rom-black-plus-free-adapter-407078150.html,16.0,4.9,7,Medium,0.00026,samsung galaxy a06,4GB,128GB,Not Specified,non,Black,RAM ROM (Plus Free Adapter)
Infinix Smart 10 Plus Smart Phone With 128GB ROM & 4GB RAM,151499,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6772814/1.jpg?3344,https://www.jumia.com.ng/infinix-smart-10-plus-smart-phone-with-128gb-rom-4gb-ram-418277639.html,24.0,4.1,112,Medium,0.003058,infinix smart 10 plus,4GB,128GB,Not Specified,non,Unknown,Plus Smart Phone With ROM & RAM
Philips Essence 20 6.56 HD Punch Hole 256GB ROM / Up to 16G ( 8 + 8 GB) Extended RAM  Android 13 -  Aurora Blue,151600,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/9276004/1.jpg?7365,https://www.jumia.com.ng/philips-essence-20-6.56-hd-punch-hole-256gb-rom-up-to-16g-8-8-gb-extended-ram-android-13-aurora-blue-400672930.html,19.0,4.2,13,Medium,0.000388,philips essence 20,NOT SPECIFIED,256GB,Not Specified,non,Blue,6.56 HD Punch Hole ROM Up to 16G ( 8 8 GB) Extended RAM Android 13 Aurora
XIAOMI Redmi 15C 6.9'' 6GBRAM/128GB ROM Android 15 -Midnight Black,153206,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3167814/1.jpg?1872,https://www.jumia.com.ng/xiaomi-redmi-15c-6.9-6gbram128gb-rom-android-15-midnight-black-418761371.html,5.0,4.4,259,Medium,0.007467,XIAOMI Redmi 15C,6GB,128GB,Not Specified,non,Midnight Black,6.9'' RAM ROM Android 15 Midnight
"OUKITEL WP28E Rugged Smartphone 6.52""HD,10600mAh,20MP+5MP 16GB RAM/64GB ROM/1TB Expansion Android 15 Phones,IP68/IP69K Dustproof Phone,Waterproof Rugged Phone,4G Dual SIM,NFC,BT5.0- Orange",154350,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/8102914/1.jpg?0218,https://www.jumia.com.ng/oukitel-wp28e-rugged-smartphone-6.52hd10600mah20mp5mp-16gb-ram64gb-rom1tb-expansion-android-15-phonesip68ip69k-dustproof-phonewaterproof-rugged-phone4g-dual-simnfcbt5.0-orange-419201870.html,47.0,0.0,0,Medium,0.0,oukitel wp28e,16GB,64GB,20MP+5MP,10600mAh,Orange,"Rugged Smartphone 6.52""HD RAM ROM 1TB Expansion Android 15 Phones IP68 IP69K Dustproof Phone Waterproof Rugged Phone 4G Dual SIM NFC BT5.0"
Unknown Product,155416,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9235814/1.jpg?1809,https://www.jumia.com.ng/infinix-hot-60i-6.78-4gb-ram128gb-rom-android-15-black-418532941.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"Infinix Hot 60i 6.78"" 4GB RAM/128GB ROM Android 15-Black",155416,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9235814/1.jpg?1809,https://www.jumia.com.ng/infinix-hot-60i-6.78-4gb-ram128gb-rom-android-15-black-418532941.html,27.0,4.1,448,Medium,0.011845,infinix hot 60i,4GB,128GB,Not Specified,non,Black,"6.78"" RAM ROM Android 15"
Unknown Product,158760,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/1396314/1.jpg?0405,https://www.jumia.com.ng/oukitel-c61-6.88-hd-5150mah-16gb-ram-128gb-13mp-main-camera-gold-413693188.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"OUKITEL C61, 6.88"" HD+, 5150mAh, 16GB RAM + 128GB, 13MP Main Camera - Gold",158760,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/1396314/1.jpg?0405,https://www.jumia.com.ng/oukitel-c61-6.88-hd-5150mah-16gb-ram-128gb-13mp-main-camera-gold-413693188.html,22.0,3.2,85,Medium,0.001733,oukitel c61,16GB,128GB,Not Specified,5150mAh,Gold,"6.88"" HD RAM 128GB 13MP Main Camera"
"Tecno  Spark 40C  6.67"",  4GB RAM/128GB ROM, 6000mAH  Battery, 18W Super Charging- Blue",159400,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/4412914/1.jpg?0530,https://www.jumia.com.ng/tecno-spark-40c-6.67-4gb-ram128gb-rom-6000mah-battery-18w-super-charging-blue-419214473.html,9.0,0.0,0,Medium,0.0,tecno spark 40c,4GB,128GB,Not Specified,6000mAh,Blue,"6.67"" RAM ROM Battery 18W Super Charging"
"Tecno  Spark 40C  6.67"",  4GB RAM/128GB ROM, 6000mAH  Battery, 18W Super Charging- Black",159999,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/4412914/1.jpg?0065,https://www.jumia.com.ng/tecno-spark-40c-6.67-4gb-ram128gb-rom-6000mah-battery-18w-super-charging-black-419214461.html,38.0,5.0,2,Medium,9.4e-05,tecno spark 40c,4GB,128GB,Not Specified,6000mAh,Black,"6.67"" RAM ROM Battery 18W Super Charging"
"OUKITEL C61 GT Smartphone 6.88""HD+,5150mAh, Gemini AI, 16GB RAM/128GB ROM, Android 15 Mobile Phone,13MP+5MP,4G Dual SIM Phones Fingerprint/Face ID/GPS/BT5.0 - Black",160230,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/3101914/1.jpg?0619,https://www.jumia.com.ng/oukitel-c61-gt-smartphone-6.88hd5150mah-gemini-ai-16gb-ram128gb-rom-android-15-mobile-phone13mp5mp4g-dual-sim-phones-fingerprintface-idgpsbt5.0-black-419101377.html,36.0,3.7,7,Medium,0.000185,oukitel c61,16GB,128GB,13MP+5MP,5150mAh,Black,"GT Smartphone 6.88""HD Gemini AI RAM ROM Android 15 Mobile Phone 4G Dual SIM Phones Fingerprint Face ID GPS BT5.0"
"Tecno Spark 40 6.67"" 4GB RAM/128GB ROM Android 15 - Titanium grey",160543,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/1130914/1.jpg?7159,https://www.jumia.com.ng/spark-40-6.67-4gb-ram128gb-rom-android-15-titanium-grey-tecno-mpg11699369.html,4.0,3.9,283,Medium,0.006899,tecno spark 40,4GB,128GB,Not Specified,non,Titanium,"6.67"" RAM ROM Android 15 Titanium"
Unknown Product,160543,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/1130914/1.jpg?4839,https://www.jumia.com.ng/spark-40-6.67-4gb-ram128gb-rom-android-15-black-tecno-mpg11699368.html,0.0,0.0,0,Medium,0.0,unknown product,NOT SPECIFIED,NOT SPECIFIED,Not Specified,non,Unknown,Unknown Product
"Tecno Spark 40 6.67"" 4GB RAM/128GB ROM Android 15 - Black",160543,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/1130914/1.jpg?4839,https://www.jumia.com.ng/spark-40-6.67-4gb-ram128gb-rom-android-15-black-tecno-mpg11699368.html,7.0,4.2,325,Medium,0.008529,tecno spark 40,4GB,128GB,Not Specified,non,Black,"6.67"" RAM ROM Android 15"
"OUKITEL WP23S Rugged Smartphone-T615, 10600mAh, 16GB/64GB ROM,Android 15 Phones, 6.52'' Display Rugged Phone, 13MP Camera, 4G Dual SIM Cell Phone, IP68/69K/NFC/GPS/OTG, Orange",161700,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/8102914/1.jpg?9936,https://www.jumia.com.ng/oukitel-wp23s-rugged-smartphone-t615-10600mah-16gb64gb-romandroid-15-phones-6.52-display-rugged-phone-13mp-camera-4g-dual-sim-cell-phone-ip6869knfcgpsotg-orange-419201881.html,45.0,0.0,0,Medium,0.0,oukitel wp23s rugged,16GB,64GB,Not Specified,10600mAh,Orange,Rugged Smartphone T615 ROM Android 15 Phones 6.52'' Display Rugged Phone 13MP Camera 4G Dual SIM Cell Phone IP68 69K NFC GPS OTG
"XIAOMI Redmi 15C-6.9"",4GB/128GB,Android 15,50MP/8MP,6000mAh-Mightnight Black",162599,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/5957814/1.jpg?3874,https://www.jumia.com.ng/xiaomi-redmi-15c-6.94gb128gbandroid-1550mp8mp6000mah-mightnight-black-418759578.html,1.0,3.3,4,Medium,0.000101,xiaomi redmi 15c,4GB,128GB,Not Specified,6000mAh,Black,"6.9"" Android 15 50MP 8MP Mightnight"
AGM AGM H MAX 4G Rugged Smartphone Android 14 10000mAh 8(4+4)GB+128GB,162750,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/0922093/1.jpg?0000,https://www.jumia.com.ng/agm-agm-h-max-4g-rugged-smartphone-android-14-10000mah-844gb128gb-390229035.html,55.0,4.3,22,Medium,0.000608,agm agm h max 4g rugged smartphone,NOT SPECIFIED,NOT SPECIFIED,Not Specified,10000mAh,Unknown,AGM AGM Rugged Smartphone Android 14 8(4 4)GB 128GB
"Dodgee Local Stock Note56 Pro 6.56"" HD+ 90Hz Android 16 Smartphone, 32GB RAM (28GB extend) + 128GB ROM, 6150mAh Long Battery, Dual 4G Sim Card slot, Gemini AI, Face Unlock, Black",163200,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/5311914/1.jpg?7940,https://www.jumia.com.ng/dodgee-local-stock-note56-pro-6.56-hd-90hz-android-16-smartphone-32gb-ram-28gb-extend-128gb-rom-6150mah-long-battery-dual-4g-sim-card-slot-gemini-ai-face-unlock-black-419113520.html,71.0,3.5,2,Medium,6.4e-05,dodgee local stock note56 pro,28GB,128GB,Not Specified,6150mAh,Black,"Dodgee Local Pro 6.56"" HD 90Hz Android 16 Smartphone RAM (28GB extend) ROM Long Battery Dual 4G Sim Card slot Gemini AI Face Unlock"
Redmi 15C 6.9'' 4GBRAM/128GB ROM Android 15 -Midnight Black,163499,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/9882914/1.jpg?0461,https://www.jumia.com.ng/redmi-15c-6.9-4gbram128gb-rom-android-15-midnight-black-419288941.html,7.0,0.0,0,Medium,0.0,XIAOMI Redmi 15C,4GB,128GB,Not Specified,non,Midnight Black,6.9'' RAM ROM Android 15 Midnight
Redmi 15C 6.9'' 4GBRAM/128GB ROM Android 15 - Green,163499,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/3782914/1.jpg?8148,https://www.jumia.com.ng/redmi-15c-6.9-4gbram128gb-rom-android-15-green-419287343.html,12.0,3.0,2,Medium,5.5e-05,XIAOMI Redmi 15C,4GB,128GB,Not Specified,non,Green,6.9'' RAM ROM Android 15 Green
Redmi 15C 6.9'' 4GBRAM/128GB ROM Android 15 -Blue,163499,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/1782914/1.jpg?1231,https://www.jumia.com.ng/redmi-15c-6.9-4gbram128gb-rom-android-15-blue-419287105.html,12.0,1.0,1,Medium,1.2e-05,XIAOMI Redmi 15C,4GB,128GB,Not Specified,non,Blue,6.9'' RAM ROM Android 15
Tecno Spark 40 Smart Phone With 128GB ROM & 4GB RAM,164699,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/0282814/1.jpg?5824,https://www.jumia.com.ng/tecno-spark-40-smart-phone-with-128gb-rom-4gb-ram-418282046.html,34.0,4.0,132,Medium,0.00323,tecno spark 40,4GB,128GB,Not Specified,non,Unknown,Smart Phone With ROM & RAM
"itel P55+ 6.6"", 128GB ROM + Up To 16GB RAM, 5000mAh 45W, 50MP, 4G",166990,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/1885772/1.jpg?4307,https://www.jumia.com.ng/itel-p55-6.6-128gb-rom-up-to-16gb-ram-5000mah-45w-50mp-4g-277588117.html,17.0,0.0,0,Medium,0.0,itel a200+,16GB,128GB,Not Specified,5000mAh,Unknown,"6.6"" ROM Up To RAM 45W 50MP 4G"
OUKITEL WP32 Ultra-Thin Rugged Smartphone 128GB/16GB RAM 20MP Camera Android 14 Phones 6''HD Display 6300mAh Battery IP68/IP69K Waterproof Rugged Phone Dual SIM/NFC/GPS - Grey,167200,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/1202914/1.jpg?6970,https://www.jumia.com.ng/oukitel-wp32-ultra-thin-rugged-smartphone-128gb16gb-ram-20mp-camera-android-14-phones-6hd-display-6300mah-battery-ip68ip69k-waterproof-rugged-phone-dual-simnfcgps-grey-419202199.html,44.0,5.0,1,Medium,6e-05,oukitel wp32,28GB,16GB,Not Specified,6300mAh,Grey,Ultra Thin Rugged Smartphone 1 RAM 20MP Camera Android 14 Phones 6''HD Display Battery IP68 IP69K Waterproof Rugged Phone Dual SIM NFC GPS
"Dodgee Local Stock Note56 Pro 6.56"" HD+ 90Hz Android 16 Smartphone, 32GB RAM (28GB extend) + 128GB ROM, 6150mAh Long Battery, Dual 4G Sim Card slot, Gemini AI, Face Unlock, Black",167286,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/0273914/1.jpg?9236,https://www.jumia.com.ng/dodgee-local-stock-note56-pro-6.56-hd-90hz-android-16-smartphone-32gb-ram-28gb-extend-128gb-rom-6150mah-long-battery-dual-4g-sim-card-slot-gemini-ai-face-unlock-black-419372005.html,75.0,3.0,1,Medium,3.6e-05,dodgee local stock note56 pro,28GB,128GB,Not Specified,6150mAh,Black,"Dodgee Local Pro 6.56"" HD 90Hz Android 16 Smartphone RAM (28GB extend) ROM Long Battery Dual 4G Sim Card slot Gemini AI Face Unlock"
